Symbol,Date,Expiry,Option Type,Strike Price,Stock Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI
NIFTY,01-Jan-2019,28-Mar-2019,CE,9350,10910.1,0,0,0,1615.35,0,1728.35,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,9400,10910.1,0,0,0,1532.65,0,1680.25,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,9450,10910.1,0,0,0,1521.7,0,1632.35,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,9500,10910.1,0,0,0,1393,1393,1584.65,0,0,0,1425,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,9550,10910.1,0,0,0,1429.35,0,1537.2,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,9600,10910.1,0,0,0,1388.1,0,1489.95,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,9650,10910.1,0,0,0,1338.45,0,1443,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,9700,10910.1,0,0,0,1318.9,0,1396.35,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,9750,10910.1,0,0,0,1249.25,0,1350.05,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,9800,10910.1,0,0,0,1251.25,0,1304.1,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,9850,10910.1,0,0,0,1162.05,0,1258.6,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,9900,10910.1,0,0,0,1185.55,0,1213.5,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,9950,10910.1,0,0,0,1077.05,0,1168.9,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,10000,10910.1,992.3,1067.1,975,1060.8,1067.05,1060.8,16,132.45,12.45,76350,75
NIFTY,01-Jan-2019,28-Mar-2019,CE,10050,10910.1,0,0,0,994.6,0,1081.25,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,10100,10910.1,0,0,0,1060.1,0,1038.3,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,10150,10910.1,0,0,0,914.9,0,996,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,10200,10910.1,0,0,0,1000.75,0,954.4,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,10250,10910.1,0,0,0,838.2,0,913.45,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,10300,10910.1,0,0,0,943.55,0,873.3,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,10350,10910.1,0,0,0,765.15,0,833.9,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,10400,10910.1,0,0,0,888.5,0,795.35,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,10450,10910.1,0,0,0,694.7,0,757.65,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,10500,10910.1,619.8,651,572.2,643.45,648.85,643.45,147,1225.31,67.68,54075,225
NIFTY,01-Jan-2019,28-Mar-2019,CE,10550,10910.1,0,0,0,628.45,0,685.3,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,10600,10910.1,0,0,0,784.85,0,649.9,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,10650,10910.1,0,0,0,566,0,616,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,10700,10910.1,0,0,0,736.3,0,583.1,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,10750,10910.1,0,0,0,507.45,0,551.2,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,10800,10910.1,387.8,434.35,379.3,434.35,434.35,434.35,6,50.38,1.78,825,300
NIFTY,01-Jan-2019,28-Mar-2019,CE,10850,10910.1,0,0,0,452.85,0,490.55,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,10900,10910.1,328.2,367.4,328.15,367.4,367.4,367.4,4,33.71,1.01,675,225
NIFTY,01-Jan-2019,28-Mar-2019,CE,10950,10910.1,0,0,0,402.25,0,434.2,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,11000,10910.1,296.4,316,259.6,310.85,310,310.85,385,3259.24,82.99,166650,3525
NIFTY,01-Jan-2019,28-Mar-2019,CE,11050,10910.1,0,0,0,355.6,0,382.2,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,11100,10910.1,239.8,250,210.4,242.3,242.3,242.3,17,144.39,2.86,3525,-300
NIFTY,01-Jan-2019,28-Mar-2019,CE,11150,10910.1,0,0,0,312.9,0,334.5,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,11200,10910.1,181.05,204.8,172.45,203.8,204.8,203.8,44,375.86,6.26,1950,1650
NIFTY,01-Jan-2019,28-Mar-2019,CE,11250,10910.1,0,0,0,274,0,291.05,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,11300,10910.1,156.25,166.6,133.35,163.3,160,163.3,44,377.43,4.53,2625,2325
NIFTY,01-Jan-2019,28-Mar-2019,CE,11350,10910.1,0,0,0,238.8,0,251.85,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,11400,10910.1,122.2,140.15,104,134.25,140.15,134.25,66,569.77,5.47,4050,3450
NIFTY,01-Jan-2019,28-Mar-2019,CE,11450,10910.1,0,0,0,207.1,0,216.6,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,11500,10910.1,95,103.4,79.95,102.45,103,102.45,440,3824.12,29.12,128100,7200
NIFTY,01-Jan-2019,28-Mar-2019,CE,11550,10910.1,0,0,0,178.8,0,185.25,0,0,0,0,0
NIFTY,01-Jan-2019,28-Mar-2019,CE,11600,10910.1,68.45,76.15,60,76.15,76.15,76.15,31,271.26,1.56,5175,-750
NIFTY,02-Jan-2019,28-Mar-2019,CE,11650,10792.5,0,0,0,154.1,0,128.05,0,0,0,0,0
NIFTY,02-Jan-2019,28-Mar-2019,CE,11700,10792.5,55.55,58.95,46.6,49.45,49.4,49.45,12,105.77,0.47,7575,-75
NIFTY,01-Nov-2018,27-Dec-2018,CE,3600,10380.45,0,0,0,6737.95,6744.7,6821.95,0,0,0,158100,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,3700,10380.45,0,0,0,3782.65,0,6723.1,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,3800,10380.45,0,0,0,3803.5,0,6624.25,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,3900,10380.45,0,0,0,3811.6,0,6525.4,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,4000,10380.45,6310,6383,6299.6,6358.25,6365,6358.25,18,139.44,85.44,1061925,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,4100,10380.45,0,0,0,3687.85,0,6327.7,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,4200,10380.45,0,0,0,3626.3,0,6228.85,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,4300,10380.45,0,0,0,3565,0,6130,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,4400,10380.45,0,0,0,3504,0,6031.15,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,4500,10380.45,0,0,0,3443.35,0,5932.3,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,4600,10380.45,0,0,0,3382.95,0,5833.45,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,4700,10380.45,0,0,0,3322.95,0,5734.6,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,4800,10380.45,0,0,0,3263.3,0,5635.75,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,4900,10380.45,0,0,0,3204.05,0,5536.9,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,5000,10380.45,0,0,0,5188.95,5178.2,5438.05,0,0,0,24300,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,5100,10380.45,0,0,0,3086.8,0,5339.2,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,5200,10380.45,0,0,0,3028.85,0,5240.35,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,5300,10380.45,0,0,0,2971.4,0,5141.5,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,5400,10380.45,0,0,0,2914.4,0,5042.65,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,5500,10380.45,0,0,0,2857.95,0,4943.8,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,5600,10380.45,0,0,0,2802.05,0,4844.95,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,5700,10380.45,0,0,0,2746.7,0,4746.1,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,5800,10380.45,0,0,0,2691.9,0,4647.25,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,5900,10380.45,0,0,0,2637.7,0,4548.4,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,6000,10380.45,4375,4410,4341,4410,4410,4410,32,249.01,105.01,56550,1725
NIFTY,01-Nov-2018,27-Dec-2018,CE,6100,10380.45,0,0,0,2531.1,0,4350.7,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,6200,10380.45,0,0,0,2478.7,0,4251.85,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,6300,10380.45,0,0,0,2427,0,4153.05,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,6400,10380.45,0,0,0,2375.95,0,4054.2,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,6500,10380.45,0,0,0,2325.55,0,3955.35,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,6600,10380.45,0,0,0,2275.85,0,3856.5,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,6700,10380.45,0,0,0,2226.8,0,3757.65,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,6800,10380.45,0,0,0,2178.45,0,3658.8,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,6900,10380.45,0,0,0,2131,0,3559.95,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,7000,10380.45,3375,3505.75,3375,3423.15,3382.8,3423.15,79,617.07,202.32,541725,-825
NIFTY,01-Nov-2018,27-Dec-2018,CE,7100,10380.45,0,0,0,2037.8,0,3362.25,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,7200,10380.45,0,0,0,1992.3,0,3263.4,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,7300,10380.45,0,0,0,1740,1740,3164.55,0,0,0,3750,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,7400,10380.45,0,0,0,1903.4,0,3065.7,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,7500,10380.45,0,0,0,2817.25,2817.25,2966.85,0,0,0,3425,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,7600,10380.45,0,0,0,1729.55,1729.55,2868.05,0,0,0,8250,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,7700,10380.45,0,0,0,1775.55,0,2769.25,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,7800,10380.45,0,0,0,2107.65,2107.65,2670.45,0,0,0,75000,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,7900,10380.45,0,0,0,1482.3,1482.3,2571.7,0,0,0,115050,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,8000,10380.45,2425.3,2446.75,2383.05,2439.15,2439.95,2439.15,114,890.91,206.91,810450,-150
NIFTY,01-Nov-2018,27-Dec-2018,CE,8100,10380.45,0,0,0,1615.35,0,2374.35,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,8200,10380.45,0,0,0,2992,2992,2275.85,0,0,0,182325,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,8300,10380.45,0,0,0,1539.35,0,2177.5,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,8400,10380.45,0,0,0,2771,2771,2079.35,0,0,0,3975,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,8500,10380.45,1945,1945,1945,1945,1945,1945,1,7.83,1.46,552375,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,8550,10380.45,0,0,0,1594.2,0,1932.75,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,8600,10380.45,1845,1845,1845,1845,1845,1845,1,7.83,1.38,1022700,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,8650,10380.45,0,0,0,1625.8,0,1835.6,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,8700,10380.45,1745,1745,1745,1745,1745,1745,1,7.83,1.31,734675,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,8750,10380.45,0,0,0,1644.55,0,1739,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,8800,10380.45,0,0,0,1817.6,1817.6,1691,0,0,0,600,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,8850,10380.45,0,0,0,1636.35,0,1643.2,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,8900,10380.45,0,0,0,1489.4,0,1595.65,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,8950,10380.45,0,0,0,1544.55,0,1548.3,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,9000,10380.45,1490,1491.05,1410,1466.9,1470,1466.9,199,1560.72,217.47,539100,-4950
NIFTY,01-Nov-2018,27-Dec-2018,CE,9050,10380.45,0,0,0,1454.25,0,1454.6,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,9100,10380.45,0,0,0,1200,1200,1408.2,0,0,0,150,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,9150,10380.45,0,0,0,1620.1,0,1362.25,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,9200,10380.45,0,0,0,1202.15,0,1316.65,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,9250,10380.45,0,0,0,1526.3,0,1271.55,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,9300,10380.45,0,0,0,1432.2,0,1226.85,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,9350,10380.45,0,0,0,1675.4,0,1182.7,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,9400,10380.45,0,0,0,870.4,870.4,1139.1,0,0,0,75,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,9450,10380.45,0,0,0,1655.6,0,1096.1,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,9500,10380.45,990,1022,975,1017.5,1017.5,1017.5,103,810.96,77.09,236175,-3900
NIFTY,01-Nov-2018,27-Dec-2018,CE,9550,10380.45,0,0,0,1612.3,0,1011.95,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,9600,10380.45,925,925,925,925,925,925,2,15.79,1.39,71325,150
NIFTY,01-Nov-2018,27-Dec-2018,CE,9650,10380.45,0,0,0,1516.7,0,930.55,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,9700,10380.45,0,0,0,840,840,890.95,0,0,0,32775,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,9750,10380.45,0,0,0,1422,0,852.15,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,9800,10380.45,773.2,773.2,773.2,773.2,773.2,773.2,2,15.86,1.16,2325,-150
NIFTY,01-Nov-2018,27-Dec-2018,CE,9850,10380.45,0,0,0,1328.45,0,777.45,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,9900,10380.45,660,660,660,660,660,660,1,7.92,0.5,4800,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,9950,10380.45,0,0,0,1236.3,0,705.35,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,10000,10380.45,605.4,624.9,567,602,599.45,602,284,2257.05,127.05,396300,-6450
NIFTY,01-Nov-2018,27-Dec-2018,CE,10050,10380.45,0,0,0,1145.85,0,637.5,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,10100,10380.45,548,549.9,506.75,523.7,520.15,523.7,25,199.27,9.89,30000,-675
NIFTY,01-Nov-2018,27-Dec-2018,CE,10150,10380.45,0,0,0,1057.45,0,573.55,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,10200,10380.45,422,475,420,451.9,457,451.9,283,2259.09,94.14,562800,-1500
NIFTY,01-Nov-2018,27-Dec-2018,CE,10250,10380.45,0,0,0,971.4,0,513.55,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,10300,10380.45,391.75,406.45,359.9,391.05,397.3,391.05,121,969.81,35.08,74550,-2775
NIFTY,01-Nov-2018,27-Dec-2018,CE,10350,10380.45,0,0,0,365.4,365.4,457.7,0,0,0,525,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,10400,10380.45,330.4,342.95,296.1,326.8,326,326.8,578,4648.45,140.05,110625,-750
NIFTY,01-Nov-2018,27-Dec-2018,CE,10450,10380.45,0,0,0,807.7,0,405.9,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,10500,10380.45,269,286.45,242.85,269.05,269.15,269.05,2657,21451.84,527.97,621675,-900
NIFTY,01-Nov-2018,27-Dec-2018,CE,10550,10380.45,0,0,0,730.8,0,358.2,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,10600,10380.45,227.4,229.5,192.1,216.55,216,216.55,1171,9495.14,185.69,174750,-8475
NIFTY,01-Nov-2018,27-Dec-2018,CE,10650,10380.45,0,0,0,657.9,0,314.6,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,10700,10380.45,183.95,183.95,149.4,168.4,169,168.4,3999,32585.86,493.89,573075,-66150
NIFTY,01-Nov-2018,27-Dec-2018,CE,10750,10380.45,0,0,0,588.2,0,274.9,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,10800,10380.45,128.5,141,114.5,128,132.9,128,2170,17781.89,204.89,385875,15675
NIFTY,01-Nov-2018,27-Dec-2018,CE,10850,10380.45,0,0,0,523.2,0,239,0,0,0,0,0
NIFTY,01-Nov-2018,27-Dec-2018,CE,10900,10380.45,98.2,106.95,86.45,96.35,97.2,96.35,1456,12007.78,104.98,154500,1050
NIFTY,01-Nov-2018,27-Dec-2018,CE,10950,10380.45,0,0,0,462.6,0,206.8,0,0,0,0,0
NIFTY,02-Nov-2018,27-Dec-2018,CE,9100,0,0,0,1200,1200,1572.05,0,0,0,150,0,10553
NIFTY,02-Nov-2018,27-Dec-2018,CE,9150,0,0,0,1620.1,0,1525.15,0,0,0,0,0,10553
