Date,Open Price,High,Low,Close Price,Adj Close,Volume
2018-01-01,233.625,240,232.087997,237.412994,234.548523,4467194
2018-01-02,236.888,243,235.837997,239.024994,236.141083,3832689
2018-01-03,240.300003,240.300003,231.563004,232.462997,229.658264,2930235
2018-01-04,232.574997,234.75,230.587997,233.738007,230.917892,1952778
2018-01-05,234.75,235.425003,230.774994,232.162994,229.361877,2150939
2018-01-08,232.5,234.675003,231.824997,233.363007,230.547424,2380330
2018-01-09,234.449997,240,229.800003,237.899994,235.029678,6100761
2018-01-10,237.300003,245.888,236.324997,245.024994,242.068695,5081516
2018-01-11,242.662994,244.537994,239.25,240.824997,237.919373,2821948
2018-01-12,240.75,242.813004,237.899994,239.100006,236.21521,4216884
2018-01-15,239.138,243.188004,235.050003,236.25,233.399582,1593612
2018-01-16,237.675003,250.5,237,248.962997,245.959183,8221924
2018-01-17,249.75,250.125,243.75,244.274994,241.327744,4056673
2018-01-18,245.25,246.188004,241.613007,244.013,241.068924,2361040
2018-01-19,245.25,247.5,240.375,246.712997,243.736328,2144134
2018-01-22,237.75,246.712997,237.75,241.162994,238.253296,6096757
2018-01-23,241.574997,242.212997,235.050003,236.438004,233.585297,4306701
2018-01-24,237.375,242.550003,234.149994,235.462997,232.62207,8771028
2018-01-25,236.774994,238.5,231.563004,233.962997,231.140167,11064915
2018-01-29,235.574997,237.074997,232.199997,233.363007,230.547424,4698634
2018-01-30,232.162994,234.225006,228.524994,230.475006,227.69426,3039996
2018-01-31,229.574997,231.712997,226.162994,228.524994,226.751617,3765216
2018-02-01,228.787994,231.824997,225,225.563004,223.812622,2936436
2018-02-02,224.475006,226.837997,221.399994,225.449997,223.700485,3356831
2018-02-05,223.5,229.162994,221.962997,224.063004,222.324249,2925527
2018-02-06,218.774994,222.113007,217.574997,220.988007,219.273117,3244655
2018-02-07,223.649994,223.649994,216,217.013,215.328964,3331381
2018-02-08,217.574997,220.988007,215.287994,217.350006,215.663345,7062754
2018-02-09,216.75,216.75,213,213.75,212.091293,4202634
2018-02-12,215.925003,218.212997,214.425003,216.712997,215.031296,3361144
2018-02-14,217.5,222.563004,217.162994,220.087997,218.380081,4031561
2018-02-15,221.699997,221.699997,217.837997,219.375,217.672623,2207532
2018-02-16,219.712997,221.925003,217.537994,218.25,216.556366,4104522
2018-02-19,219.75,219.75,216.600006,217.462997,215.775467,2210435
2018-02-20,217.5,219.938004,216.824997,218.587997,216.891739,4580312
2018-02-21,220.5,221.138,217.912994,219.149994,217.449371,6874135
2018-02-22,219.675003,220.688004,218.287994,219.488007,217.78476,6419250
2018-02-23,221.625,221.962997,219.225006,221.25,219.533081,4889884
2018-02-26,221.100006,221.774994,217.800003,218.699997,217.002869,6709467
2018-02-27,219.337997,220.763,218.363007,218.813004,217.11499,5233517
2018-02-28,219.75,220.350006,216.75,219.600006,217.895889,6862287
2018-03-01,219.600006,220.574997,218.399994,219.375,217.672623,5447711
2018-03-05,220.199997,220.313004,217.350006,218.212997,216.519638,4998325
2018-03-06,218.438004,218.962997,214.613007,215.212997,213.542923,6302115
2018-03-07,216.337997,218.138,213.225006,214.013,212.352234,2434170
2018-03-08,214.837997,215.813004,212.363007,213.899994,212.240112,2693676
2018-03-09,213.75,215.925003,213.074997,213.787994,212.128983,1340727
2018-03-12,214.725006,219,214.574997,218.024994,216.333099,2329131
2018-03-13,219.375,224.550003,219.375,222.449997,220.72377,4273121
2018-03-14,221.25,222.449997,219.75,220.388,218.677765,2773668
2018-03-15,221.587997,226.5,219,220.050003,218.342392,6590570
2018-03-16,221.25,222.863007,218.287994,221.813004,220.091721,6445545
2018-03-19,220.162994,222.375,214.949997,216.488007,214.808044,1981635
2018-03-20,215.175003,221.399994,213.488007,220.199997,218.491226,4032277
2018-03-21,220.875,222.225006,218.399994,221.438004,219.719635,4191414
2018-03-22,220.350006,221.25,215.363007,216.337997,214.659195,2518420
2018-03-23,213.037994,215.699997,212.287994,213.488007,211.831329,4385853
2018-03-26,213.449997,214.199997,204.263,205.5,203.905304,9372121
2018-03-27,209.212997,210.600006,204.938004,205.537994,203.943008,7119807
2018-03-28,205.5,212.625,204.75,210.863007,209.226685,6926560
2018-04-02,212.625,218.100006,209.100006,217.238007,215.552216,3271909
2018-04-03,215.475006,215.513,212.287994,212.925003,211.27269,2150304
2018-04-04,213.75,214.875,210,211.199997,209.561066,2179020
2018-04-05,212.25,215.024994,212.25,214.688004,213.022003,1406814
2018-04-06,214.5,214.5,212.475006,212.962997,211.310379,901137
2018-04-09,213.524994,214.537994,212.438004,213.787994,212.128983,1493212
2018-04-10,210.449997,216.300003,208.313004,214.5,212.835464,5836911
2018-04-11,216,216.899994,212.888,214.274994,212.612198,1734232
2018-04-12,214.725006,217.875,213.824997,215.138,213.468506,2994943
2018-04-13,217.125,221.212997,215.138,220.613007,218.901031,4245718
2018-04-16,216.75,220.5,215.587997,217.425003,215.737762,3128073
2018-04-17,216.074997,216.600006,212.475006,213.563004,211.905731,2927023
2018-04-18,216.149994,220.350006,214.875,219.488007,217.78476,3533337
2018-04-19,219.75,220.350006,217.238007,219.337997,217.63591,1276126
2018-04-20,221.100006,225,220.425003,223.537994,221.803314,4468674
2018-04-23,224.850006,225.75,220.350006,223.013,221.28241,5330245
2018-04-24,220.800003,221.738007,214.613007,215.212997,213.542923,4721712
2018-04-25,215.925003,220.350006,212.363007,215.363007,213.691757,8597555
2018-04-26,206.25,212.25,205.5,211.013,209.375519,12775064
2018-04-27,207.300003,209.475006,205.763,207.113007,205.505783,3259713
2018-04-30,207.113007,211.763,207.074997,209.063004,207.440659,2824384
2018-05-02,209.25,209.25,205.763,206.662994,205.059265,3177469
2018-05-03,206.25,206.813004,202.162994,203.587997,202.008133,4474720
2018-05-04,204.375,204.488007,198.037994,202.425003,200.854172,4128061
2018-05-07,202.5,206.738007,200.399994,206.063004,204.463928,2632939
2018-05-08,206.399994,206.962997,202.5,204.563004,202.975571,2610590
2018-05-09,204.75,205.800003,202.199997,202.688004,201.115128,2582910
2018-05-10,203.175003,203.699997,201.300003,202.837997,201.263962,2404423
2018-05-11,203.625,205.199997,201.225006,204.488007,202.901154,2033426
2018-05-14,203.550003,205.462997,202.5,204.263,202.677902,2052360
2018-05-15,204.600006,205.388,201.113007,203.25,201.67276,2250808
2018-05-16,203.175003,209.212997,202.5,206.024994,204.426224,4206945
2018-05-17,206.25,210.600006,205.763,208.763,207.14299,3474857
2018-05-18,207.375,207.375,201.037994,201.675003,200.109985,6422122
2018-05-21,201.824997,202.087997,198.074997,198.638,197.096558,4060193
2018-05-22,198,200.212997,197.324997,198.712997,197.170959,1983366
2018-05-23,199.162994,199.274994,196.949997,197.587997,196.054688,4700594
2018-05-24,198.074997,199.5,196.462997,198.263,196.724472,3133893
2018-05-25,198.75,199.238007,197.738007,198.449997,196.910004,3132507
2018-05-28,196.988007,198.563004,196.988007,197.475006,195.942581,1565526
2018-05-29,196.238007,198.375,196.238007,197.25,195.71933,2384298
2018-05-30,197.175003,197.587997,193.912994,195.638,194.119827,3899725
2018-05-31,196.350006,198.375,193.5,196.425003,194.900726,6864714
2018-06-01,197.212997,198.375,194.287994,195.449997,193.933289,1900026
2018-06-04,196.087997,196.837997,193.537994,195.113007,193.598923,2111660
2018-06-05,195.149994,196.5,190.5,191.438004,189.952423,3286021
2018-06-06,192.863007,195.375,190.125,194.438004,192.929153,2539759
2018-06-07,193.537994,199.388,193.537994,198.449997,196.910004,2669745
2018-06-08,198.449997,198.75,196.875,198,196.463501,2513066
2018-06-11,198.375,199.688004,197.438004,198.300003,196.761185,2770565
2018-06-12,200.063004,201.863007,199.162994,199.837997,198.287247,3032981
2018-06-13,201.75,202.5,200.138,201.600006,200.035568,2050452
2018-06-14,200.363007,201.824997,198.488007,199.800003,198.249542,3115571
2018-06-15,201.563004,201.563004,198.75,200.175003,198.621628,6447247
2018-06-18,201.75,201.75,197.925003,199.313004,197.766312,4159384
2018-06-19,199.462997,199.462997,195.074997,195.75,194.230972,4890073
2018-06-20,195.975006,196.912994,193.763,194.774994,193.263519,2562606
2018-06-21,195.75,195.975006,192.824997,193.988007,192.482635,5087200
2018-06-22,194.063004,194.699997,191.25,193.688004,192.184967,3482735
2018-06-25,193.425003,195.938004,192,193.125,191.626343,2185938
2018-06-26,193.125,194.962997,192.113007,193.199997,191.700745,2644830
2018-06-27,194.324997,194.925003,190.649994,192.037994,190.54776,4265284
2018-06-28,192.300003,194.212997,191.774994,192.824997,191.328659,5206349
2018-06-29,194.25,196.875,191.25,196.125,194.603058,4826376
2018-07-02,195.524994,196.688004,193.574997,195.449997,193.933289,5027806
2018-07-03,196.087997,197.100006,193.912994,196.425003,194.900726,5245484
2018-07-04,196.537994,196.912994,193.574997,196.462997,194.938431,5112424
2018-07-05,196.875,198.600006,195.113007,198.074997,196.537918,6236409
2018-07-06,197.25,198.300003,196.125,197.100006,195.570496,3790296
2018-07-09,197.475006,198.938004,196.613007,198.712997,197.170959,2916333
2018-07-10,199.5,204.225006,197.774994,202.949997,201.375092,6621114
2018-07-11,204.712997,206.100006,202.050003,204.074997,202.491348,5278261
2018-07-12,204.337997,211.125,202.388,209.587997,207.961578,5950139
2018-07-13,209.850006,217.350006,208.688004,210.638,209.003433,10312564
2018-07-16,209.438004,215.25,209.138,212.324997,210.677338,6271895
2018-07-17,212.25,216.712997,211.313004,212.925003,211.27269,7235784
2018-07-18,214.5,215.475006,212.738007,213.600006,211.942444,3062957
2018-07-19,214.5,216.263,211.199997,214.350006,212.68663,3717195
2018-07-20,215.625,217.949997,210.375,212.25,210.602921,6983196
2018-07-23,211.875,211.875,197.513,207.337997,205.729034,11791321
2018-07-24,208.649994,208.875,201.899994,204.712997,203.124405,4612138
2018-07-25,206.25,207.524994,204.449997,206.024994,204.426224,3314753
2018-07-26,205.050003,206.324997,202.238007,203.550003,201.970428,5777446
2018-07-27,204,206.625,204,205.875,204.27739,2414776
2018-07-30,205.350006,205.5,202.125,204.863007,203.273239,3636461
2018-07-31,205.125,207.938004,203.399994,207.300003,205.69133,3718088
2018-08-01,207,208.875,205.274994,208.013,206.398788,2109786
2018-08-02,207.75,210.600006,205.949997,209.324997,207.700623,4005008
2018-08-03,210.337997,210.337997,207.824997,208.5,206.882019,2181420
2018-08-06,209.25,209.774994,206.438004,207.787994,206.175552,2270031
2018-08-07,206.699997,209.625,206.699997,208.087997,206.473221,2296216
2018-08-08,209.587997,209.587997,205.800003,208.875,207.254105,1910576
2018-08-09,208.574997,210.263,206.662994,209.024994,207.402939,3194260
2018-08-10,209.925003,209.925003,207.375,209.138,207.515076,1799090
2018-08-13,208.5,213.337997,208.125,211.388,209.747604,3240569
2018-08-14,213.75,215.25,210.75,213.787994,212.128983,2620958
2018-08-16,213.75,213.75,208.537994,209.587997,207.961578,3007639
2018-08-17,209.550003,210.75,208.087997,210.037994,208.408081,3638623
2018-08-20,210.600006,214.800003,210,213.787994,212.128983,2145947
2018-08-21,213.638,220.875,213,216.712997,215.031296,8094809
2018-08-23,217.5,219.824997,216.300003,217.313004,215.626633,3638980
2018-08-24,216.524994,221.138,215.175003,219.113007,217.412659,5633515
2018-08-27,219,222.975006,218.287994,221.888,220.166122,3405695
2018-08-28,222.563004,223.5,220.574997,221.699997,219.979584,2025599
2018-08-29,222.412994,223.162994,219.824997,222.563004,220.835892,2142731
2018-08-30,223.125,225,220.5,224.212997,222.473083,4533881
2018-08-31,225,229.875,224.625,225.938004,224.184708,9043659
2018-09-03,245.25,245.25,229.725006,231.263,229.468384,34312884
2018-09-04,232.837997,236.25,231.975006,235.013,233.18927,10914306
2018-09-05,235.912994,240,235.875,239.138,237.282257,15435738
2018-09-06,240,241.875,238.5,240.899994,239.030594,13462163
2018-09-07,241.425003,246.188004,239.324997,243.524994,241.635208,11470365
2018-09-10,243.300003,246,242.399994,243.75,241.858475,8483480
2018-09-11,245.212997,246,242.363007,242.962997,241.077576,6355423
2018-09-12,243.787994,247.875,243.787994,246.563004,244.649658,8352084
2018-09-14,246.563004,249.75,243.149994,247.649994,245.728195,5702370
2018-09-17,249.188004,252,246.074997,247.425003,245.504974,6176469
2018-09-18,247.050003,250.162994,243.75,249.412994,247.477524,3624339
2018-09-19,250.050003,250.162994,245.287994,249.524994,247.588654,3898765
2018-09-21,248.925003,253.425003,246,251.399994,249.449097,8850292
2018-09-24,247.688004,253.5,247.688004,249.524994,247.588654,4987822
2018-09-25,249.75,251.175003,244.688004,246.225006,244.314285,4518840
2018-09-26,246.149994,246.712997,237.300003,239.438004,237.579941,10486430
2018-09-27,241.425003,242.738007,237.524994,239.212997,237.356689,23996379
2018-09-28,239.25,244.988007,236.550003,243,241.114304,9216589
2018-10-01,243,249.337997,242.25,247.613007,245.691498,5439633
2018-10-03,247.013,247.5,241.875,245.625,243.718933,4775294
2018-10-04,243.824997,247.800003,241.199997,244.238007,242.342697,6148247
2018-10-05,243.600006,245.962997,240.899994,243.975006,242.081741,4468840
2018-10-08,241.050003,242.550003,234.524994,238.125,236.27713,4732694
2018-10-09,237.75,242.100006,233.774994,241.238007,239.365982,4966045
2018-10-10,240.300003,240.563004,232.613007,236.962997,235.124146,4882138
2018-10-11,231,236.587997,228.638,234.787994,232.966019,3569028
2018-10-12,237.113007,239.962997,232.125,237.225006,235.384125,4480366
2018-10-15,238.013,241.537994,235.613007,239.962997,238.100861,4171402
2018-10-16,240,240.524994,237.074997,239.287994,237.431107,4160456
2018-10-17,242.024994,246.824997,237.375,242.363007,240.482254,6320981
2018-10-19,242.513,244.574997,238.125,242.363007,240.482254,3525824
2018-10-22,243.449997,245.438004,240,241.649994,239.774765,2421068
2018-10-23,239.175003,240.188004,228.824997,231.824997,230.026001,5088336
2018-10-24,231.899994,233.738007,225,231.600006,229.802765,6239941
2018-10-25,222,242.363007,222,238.912994,237.059006,18902083
2018-10-26,239.100006,241.875,237,240.449997,238.584091,5902847
2018-10-29,239.25,249.149994,237.488007,247.125,245.207291,3300184
2018-10-30,246.75,250.988007,244.238007,245.625,243.718933,4940174
2018-10-31,246.149994,250.313004,241.574997,248.399994,246.472397,4006622
2018-11-01,249.712997,249.712997,241.875,247.238007,245.319412,3340932
2018-11-02,246.75,248.699997,237.787994,238.800003,236.946884,4880965
2018-11-05,236.324997,244.125,235.574997,243.074997,241.188721,3405427
2018-11-06,243.600006,245.138,240.824997,243.675003,241.784058,3054576
2018-11-07,244.050003,245.813004,243.412994,244.013,242.119446,190054
2018-11-09,246,246,238.238007,243.638,241.74736,6164637
2018-11-12,243.563004,244.875,241.350006,242.513,240.631073,3448771
2018-11-13,242.625,245.774994,240.75,244.613007,242.714798,3050865
2018-11-14,243.75,244.574997,238.988007,243.412994,241.524094,2441888
2018-11-15,243.113007,247.875,241.238007,242.363007,240.482254,4471398
2018-11-16,242.625,247.800003,242.625,244.649994,242.751495,3637923
2018-11-19,244.125,251.550003,241.125,249.638,247.700775,3756672
2018-11-20,248.175003,248.175003,240.074997,240.975006,239.105011,3453657
2018-11-21,240,240,234.938004,235.613007,233.784622,3471908
2018-11-22,236.25,239.100006,229.5,230.324997,228.537659,4119744
2018-11-26,227.550003,239.925003,226.988007,238.837997,236.984589,9328557
2018-11-27,237.638,241.725006,233.25,234.037994,232.221832,5729117
2018-11-28,235.462997,236.662994,231.938004,232.725006,230.919037,8463352
2018-11-29,235.5,237.488007,232.199997,236.175003,234.342255,3896692
2018-11-30,236.287994,244.800003,235.274994,243.488007,241.598511,8495625
2018-12-03,243.75,247.125,242.287994,246.188004,244.277573,3557631
2018-12-04,246.188004,255.938004,244.274994,251.212997,249.26355,7962548
2018-12-05,249.75,254.024994,246.113007,252.337997,250.379837,5132105
2018-12-06,249.938004,252.337997,246.75,248.738007,246.807785,3116132
2018-12-07,249.600006,252.263,243.337997,249.975006,248.035187,4632134
2018-12-10,246.225006,252.375,243.824997,244.949997,243.049164,4264146
2018-12-11,244.050003,250.350006,243.600006,246,244.091019,5897618
2018-12-12,247.350006,249,245.962997,247.537994,245.617081,3514224
2018-12-13,248.25,257.963013,246.75,253.988007,252.017029,6864122
2018-12-14,254.25,257.25,249.225006,249.824997,247.886322,6396041
2018-12-17,251.962997,256.312988,250.800003,254.699997,252.723511,4581001
2018-12-18,251.438004,253.800003,249.412994,251.287994,249.337982,4932202
2018-12-19,251.287994,256.687988,248.550003,255.524994,253.542099,4989004
2018-12-20,252.188004,255,249.263,249.938004,247.998459,3210869
2018-12-21,249.899994,251.100006,240.563004,241.574997,239.700348,13104680
2018-12-24,242.024994,247.875,241.050003,245.024994,243.123581,5642515
2018-12-26,244.274994,245.475006,239.513,244.613007,242.714798,3140692
2018-12-27,245.850006,248.513,243,245.587997,243.68222,6763532
2018-12-28,244.649994,249.675003,244.350006,247.537994,245.617081,2972603
2018-12-31,248.25,250.350006,246.787994,248.138,246.212433,2848160
2019-01-01,248.063004,249.563004,244.050003,244.988007,243.086884,2018271
2019-01-02,246.600006,248.475006,242.25,244.162994,242.268265,4411069
2019-01-03,245.25,245.962997,242.287994,244.125,242.23056,4723040
2019-01-04,243.375,245.138,239.738007,243.337997,241.449677,3207036
2019-01-07,244.574997,245.063004,241.725006,243.188004,241.300842,2538138
2019-01-08,243.75,245.625,241.949997,244.162994,242.268265,2779544
2019-01-09,243.412994,249.449997,243.412994,246.75,244.835205,5237173
2019-01-10,248.100006,248.287994,242.25,244.313004,242.417114,4132521
2019-01-11,244.199997,247.425003,242.625,246.524994,244.611938,2131918
2019-01-14,247.537994,248.324997,233.513,234.412994,232.593933,9217761
2019-01-15,239.25,249.225006,236.287994,247.350006,245.430542,20094388
2019-01-16,248.850006,254.850006,246.787994,252.412994,250.454239,13195050
2019-01-17,252.75,253.949997,248.699997,251.550003,249.597961,7052243
2019-01-18,252,260.625,250.050003,259.613007,257.598389,13455951
2019-01-21,255,258.674988,249.899994,253.350006,251.383987,20829125
2019-01-22,252.600006,262.200012,252,259.875,257.858337,8908963
2019-01-23,261.488007,266.850006,261,263.662994,261.616943,13249898
2019-01-24,262.649994,264.75,259.875,263.812988,261.765778,5640726
2019-01-25,261.187988,268.763,261,265.088013,263.030914,6982068
2019-01-28,265.763,272.024994,265.687988,266.363007,264.296021,9199940
2019-01-29,267,270.600006,264.787994,269.549988,268.466156,6160130
2019-01-30,269.25,275.738007,268.5,272.437988,271.342529,9878580
2019-01-31,274.5,278.549988,272.475006,276.899994,275.786591,10258758
2019-02-01,277.575012,279.338013,272.625,278.662994,277.542511,4488804
2019-02-04,277.5,281.024994,276.075012,278.437988,277.31842,4191628
2019-02-05,277.5,279.149994,274.350006,276.338013,275.226868,3275200
2019-02-06,276.863007,281.213013,276.562988,279.149994,278.027557,2905680
2019-02-07,279,280.875,277.238007,280.200012,279.073334,2991240
2019-02-08,278.625,281.174988,276.524994,279.524994,278.401031,1867904
2019-02-11,278.174988,283.049988,277.274994,279.787994,278.662994,3963703
2019-02-12,280.613007,282.187988,276.263,281.25,280.11911,3969660
2019-02-14,282.299988,283.799988,280.463013,281.325012,280.193817,4099801
2019-02-15,281.437988,283.013,277.613007,282.075012,280.940796,4696896
2019-02-18,284.100006,284.100006,278.062988,281.700012,280.567322,4640098
2019-02-19,279.412994,281.549988,271.649994,272.588013,271.491943,4085809
2019-02-20,272.399994,280.5,270.899994,279.149994,278.027557,5880643
2019-02-21,279.600006,282.600006,278.100006,280.912994,279.783478,3430779
2019-02-22,281.25,285,280.125,284.062988,282.920776,4259550
2019-02-25,285.600006,290.024994,284.437988,289.049988,287.887726,6237958
2019-02-26,288.375,291.713013,285.937988,290.738007,289.56897,5070048
2019-02-27,285.187988,287.888,279.299988,280.799988,279.670898,10678686
2019-02-28,281.174988,282.524994,274.950012,276.674988,275.5625,12571016
2019-03-01,278.174988,283.763,274.125,281.774994,280.641998,9381886
2019-03-05,280.5,280.988007,271.5,272.700012,271.603516,18021315
2019-03-06,274.399994,285.899994,273.100006,277.450012,276.334412,21507060
2019-03-07,280,280.299988,267.5,268.850006,267.768982,8100134
2019-03-08,261.100006,262.25,256.549988,257.700012,256.663818,27344869
2019-03-11,259,260.899994,257.450012,259.75,258.705566,7354227
2019-03-12,261,263.350006,260.149994,261.350006,260.299133,6290354
2019-03-13,262.5,265.600006,256.200012,257.899994,256.863007,7219723
2019-03-14,259.350006,259.700012,255,256.850006,255.81723,4489473
2019-03-15,258,264.25,257.200012,263.450012,262.390686,8720097
2019-03-18,264.75,264.75,256.049988,257.600006,256.564209,5748614
2019-03-19,257.799988,258.899994,255.100006,257.450012,256.414825,5051847
2019-03-20,258.399994,263,258.399994,261.549988,260.498322,6114562
2019-03-22,262.450012,263.75,258.5,260.549988,259.50235,3198029
2019-03-25,262,262,256,256.5,255.468628,3373962
2019-03-26,257.100006,258.600006,253.399994,255,253.97467,3850516
2019-03-27,255.199997,256.399994,253.75,254.550003,253.526474,3357731
2019-03-28,255.899994,257.899994,254.100006,254.75,253.725662,7104836
